Tema;Pregunta;Respuesta_A;Respuesta_B;Respuesta_C;Respuesta_D;Correcta;Justificacion
II Plan de Igualdad;¿Cuántas mujeres componían el Comité General de Empresa del Grupo Renfe según los datos de representación legal?;0 de 13.;2 de 13.;5 de 15.;6 de 12.;1;Representación Legal de los Trabajadores
II Plan de Igualdad;¿Qué porcentaje de la plantilla de la E.P.E. Renfe Operadora eran hombres en el diagnóstico de 2020?;31,13%.;50,00%.;68,87%.;87,10%.;2;3.1.2. Información básica de la empresa
II Plan de Igualdad;En los procesos de selección externa, ¿qué principio se garantiza junto con igualdad, mérito y capacidad?;El principio de residencia.;El principio de equilibrio de género para el género subrepresentado.;El principio de antigüedad militar.;El principio de exclusividad territorial.;1;3.1.4. Análisis cuantitativo de la plantilla
II Plan de Igualdad;¿Cuál es la modalidad contractual generalizada en todas las sociedades del Grupo Renfe?;Contrato temporal por obra.;Contrato indefinido a tiempo completo.;Contrato de relevo parcial.;Contrato de prácticas para menores de 25.;1;3.1.4. Análisis cuantitativo de la plantilla
II Plan de Igualdad;En la E.P.E., ¿qué representaba el contrato indefinido a tiempo completo para las mujeres en 2017?;50,00%.;85,50%.;97,78%.;100,00%.;2;3.1.4. Análisis cuantitativo de la plantilla
II Plan de Igualdad;¿Quién está excluido de las condiciones de trabajo reguladas en el Convenio Colectivo de Grupo?;El personal de conducción.;El personal operativo de talleres.;El personal de estructura de dirección con condiciones especiales pactadas.;El personal administrativo de ingreso.;2;Condiciones de trabajo
II Plan de Igualdad;¿Cuántas personas utilizaron el permiso acumulado de lactancia en la E.P.E. en el diagnóstico?;14 (7 hombres y 7 mujeres).;10 (todas mujeres).;20 (todos hombres).;No hubo solicitudes.;0;3.1.5. Análisis de igualdad por materia
II Plan de Igualdad;¿Dónde se publicó el protocolo para la prevención del acoso sexual en Renfe en 2010?;En la página web de Renfe.;En el Boletín Oficial del Estado (BOE).;En el tablón de anuncios de las estaciones.;En la memoria anual de RR.HH.;1;Prevención del acoso sexual y por razón de sexo
II Plan de Igualdad;¿Cuál es la dimensión total de personas trabajadoras en Renfe Viajeros según el diagnóstico?;1.057.;2.908.;9.354.;16.000.;2;3.2.2. Información básica de la empresa
II Plan de Igualdad;¿Qué colectivo concentra el mayor porcentaje de mujeres en Renfe Viajeros (56,38% de su plantilla femenina)?;Conducción.;Talleres.;Comercial.;Estructura de Dirección.;2;Clasificación profesional
II Plan de Igualdad;Según el diagnóstico de Renfe Mercancías, ¿cuál es el porcentaje de mujeres en la plantilla?;5,01%.;10,57%.;12,90%.;31,13%.;1;3.3.2. Información básica de la empresa
II Plan de Igualdad;¿Qué antigüedad concentra a 760 hombres en Renfe Mercancías en 2017?;Menos de 1 año.;De 1 a 3 años.;De 6 a 10 años.;Más de 10 años.;3;3.3.4. Análisis cuantitativo de la plantilla
II Plan de Igualdad;¿En qué año se constituyó Renfe Fabricación y Mantenimiento?;1941.;1992.;2005.;2013.;3;3.4.2. Información básica de la empresa
II Plan de Igualdad;¿Cuántos centros de trabajo tiene Renfe Fabricación y Mantenimiento?;30.;99.;140.;225.;1;3.4.2. Información básica de la empresa
II Plan de Igualdad;En Renfe F&M, ¿cuál era la representación de las mujeres dentro del colectivo de Talleres en 2017?;5,01%.;10,25%.;41,10%.;94,99%.;0;Clasificación profesional
II Plan de Igualdad;¿Cuál era el número total de personas en Renfe Alquiler de Material Ferroviario en 2017?;5.;7.;13.;30.;0;3.5.4. Análisis cuantitativo de la plantilla
II Plan de Igualdad;¿Qué porcentaje de horas de formación realizaron las mujeres en Renfe Alquiler en 2017?;20%.;50%.;80%.;100%.;2;Formación
II Plan de Igualdad;¿Qué objeto tiene la auditoría retributiva según el Plan?;Aumentar el salario del personal directivo.;Comprobar si el sistema retributivo cumple con el principio de igualdad entre mujeres y hombres.;Justificar la brecha salarial por antigüedad.;Calcular los gastos de gestión de billetes.;1;4.1.1. Objetivo y contenido de la auditoría retributiva
II Plan de Igualdad;¿Cuántas escalas contempla en total el Sistema de Valoración de puestos de trabajo?;13.;45.;57.;60.;2;4.1.3. Sistema analítico / 4.5.3
II Plan de Igualdad;¿Qué puntuación máxima puede alcanzar cada factor en el sistema de valoración de puestos?;50 puntos.;100 puntos.;500 puntos.;1.000 puntos.;1;4.2.3. Sistema analítico
II Plan de Igualdad;"¿Cómo se define el ""Techo de Cemento"" en el Glosario?";Barrera invisible para puestos directivos.;Límites que tienen las mujeres para crecer por falta de referentes o modelos de mujer.;Diferencia salarial en trabajos nocturnos.;Falta de medios materiales en talleres.;1;Anexo: Glosario de términos [111, 363 (Test hist)]
II Plan de Igualdad;"¿Cómo se define ""Acción Positiva""?";Dar premios a clientes por fidelidad.;Medidas temporales en favor de las mujeres para corregir desigualdades de hecho.;Un sistema de puntos en formación.;Un programa de seguridad operacional.;1;Anexo: Glosario de términos
II Plan de Igualdad;¿Cuál es la vigencia temporal establecida para el II Plan de Igualdad?;2 años.;4 años.;5 años.;Indefinida.;1;6.7. Vigencia
II Plan de Igualdad;¿Cuándo se considera necesaria una revisión integral del plan tras su implantación?;Transcurridos 6 meses.;Transcurrido 1 año.;Transcurridos 2 años.;Al finalizar los 4 años.;2;6.7. Vigencia
II Plan de Igualdad;¿Cuál es el propósito del Grupo Renfe con este Plan?;Reducción de costes operativos.;Reducción y eliminación de todas las manifestaciones de discriminación por razón de sexo.;Internacionalización de los servicios.;Transformación digital de la venta.;1;6. ESTRUCTURA, ESTRATEGIAS Y ACCIONES
II Plan de Igualdad;¿Cuántas áreas de acción o actuación tiene el Plan?;5.;7.;9.;12.;2;6.6. Áreas de acción
II Plan de Igualdad;"¿Qué busca promover la primera medida del área de ""Acceso al Grupo Renfe""?";La exclusividad de hombres en talleres.;La paridad en los tribunales y órganos de selección.;El acceso sin DNI para menores.;La externalización de la selección.;1;6.8.1. Acceso al Grupo Renfe
II Plan de Igualdad;¿Cuál es el plazo para aplicar un procedimiento estandarizado de selección con perspectiva de género?;1 mes.;3 meses.;6 meses.;Permanente.;1;Acciones y medidas - Acceso
II Plan de Igualdad;¿Qué se debe incluir en el temario de las convocatorias según la acción 5 de acceso?;La historia del vapor en España.;Aspectos más importantes de la ley de igualdad y el plan de igualdad.;Normativa de objetos prohibidos en AVLO.;Código de circulación del CTC.;1;Acciones y medidas - Acceso
II Plan de Igualdad;En movilidad funcional, ¿qué se analiza eliminar para no penalizar a las mujeres?;El examen psicotécnico.;La valoración de la antigüedad al ordenar a las personas.;La entrevista personal.;El requisito de idiomas.;1;6.8.2. Condiciones de trabajo y carrera profesional
II Plan de Igualdad;¿Quién es responsable de realizar una memoria anual específica de representatividad por sexo?;El Observatorio de Igualdad.;La Comisión de Seguimiento.;El Ministerio de Transportes.;El Sindicato S.E.M.A.F.;1;Acciones y medidas - Carrera
II Plan de Igualdad;¿Cuándo deben realizar un curso de formación en igualdad las personas asignadas a superior categoría?;Antes del ascenso.;A lo largo del año siguiente.;A los 2 años de antigüedad.;No es obligatorio.;1;Acciones y medidas - Formación
II Plan de Igualdad;¿Cuál es el plazo para crear un apartado específico en la intranet para igualdad tras la aprobación del Plan?;1 mes.;3 meses.;6 meses.;1 año.;1;Acciones y medidas - Comunicación
II Plan de Igualdad;¿Qué guía se debe utilizar para la adaptación de textos según el área 5?;Diccionario panhispánico de dudas.;Guía de lenguaje no sexista.;Manual de estilo de Renfe Agencias.;Normas de la RAE exclusivamente.;1;Acciones y medidas - Lenguaje
II Plan de Igualdad;¿Qué se garantiza en el área de retribuciones según el criterio del Plan?;Salario mínimo de 1.500€.;El principio de igualdad salarial por igual trabajo.;Cobro de indemnizaciones en Puntos Renfe.;Bonos de productividad solo para hombres.;1;6.8.7. Retribuciones
II Plan de Igualdad;"¿Qué diferencia salarial igual o superior se considera ""brecha salarial"" para requerir justificación en la auditoría?";10%.;15%.;25%.;50%.;2;4.4.7. Plan de actuación
II Plan de Igualdad;¿Cómo se denomina el sistema de gestión del Plan que permite alcanzar compromisos?;Modelo de Seguridad Operacional.;Círculo de mejora continua (Medición, Diagnóstico, Mejora, Seguimiento).;Plan de Transformación Digital.;Sistema de Gestión de Colas.;1;7.1. Metodología de trabajo
II Plan de Igualdad;¿Qué mesa es la responsable de realizar el seguimiento del Plan de Igualdad?;Mesa de Personal.;Mesa Técnica de Igualdad y Aspectos Sociolaborales (MTIASL).;Mesa de Seguridad Integral.;Mesa de Coordinación Operativa.;1;Instrumentos para la gobernanza
II Plan de Igualdad;¿Qué órgano técnico de apoyo se incorpora como novedad en el Plan?;Oficina de Seguridad Ferroviaria.;Observatorio de Igualdad de Género.;Gabinete de Presidencia.;Centro de Formación ETPCO.;1;7.2.2. Observatorio de Igualdad de Género
II Plan de Igualdad;¿Cuántos representantes por cada parte componen la Comisión de Igualdad?;5.;8.;13.;25.;1;7.2.5. Recursos
II Plan de Igualdad;En el documento de Experiencia de Cliente, ¿qué género gramatical se utiliza siguiendo a la RAE?;Femenino genérico.;Masculino como género gramatical no marcado e inclusivo.;"Uso sistemático de la ""@"".";"Uso de la ""x"" en todas las palabras.";1;Nociones básicas de Experiencia de Cliente
II Plan de Igualdad;¿Qué porcentaje de la plantilla masculina en la E.P.E. tiene contrato indefinido a tiempo completo?;73,65%.;95,00%.;98,77%.;100,00%.;2;3.1.4. Análisis cuantitativo de la plantilla
II Plan de Igualdad;¿A qué ODS (Objetivos de Desarrollo Sostenible) se vincula expresamente el Grupo Renfe?;Solo al ODS 5 de Igualdad.;A los 17 ODS que marcan la Agenda de Naciones Unidas.;A los ODS de salud exclusivamente.;Renfe no trabaja con ODS.;1;2.3.3. Objetivos de Desarrollo Sostenible
II Plan de Igualdad;¿Quién preside el Grupo Renfe según el diagnóstico (dato 2020/2021)?;Sonia Araujo.;Isaías Táboas Suárez.;Gema Ordúñez.;Francisco Javier Fernández.;1;3.1.2. Información básica de la empresa
II Plan de Igualdad;¿Qué porcentaje de la plantilla masculina en la E.P.E. tenía contrato indefinido a tiempo completo en 2017?;66,48%;95,50%;98,77%;100%;2;3.1.4 Análisis cuantitativo
II Plan de Igualdad;"En Renfe Viajeros (2017), ¿cuál era el porcentaje de mujeres adscritas al colectivo de ""Conducción""?";5,01%;8,30%;9,67%;12,90%;2;Clasificación Profesional (Viajeros)
II Plan de Igualdad;Según la auditoría de Renfe Mercancías (2021), ¿qué diferencia de retribución equiparada se observa en la categoría A90?;3,81%;5,49%;7,08%;8,63%;2;4.2.5 Identificación de brechas
II Plan de Igualdad;"¿Qué escala de valoración del sistema analítico corresponde al puesto de ""Maquinista Jefe del Tren""?";Escala 11;Escala 21;Escala 22;Escala 34;2;4.2.3 Sistema analítico (Tabla)
II Plan de Igualdad;"¿Cuál es la puntuación máxima asignable al factor ""Nivel de supervisión que conlleva el puesto""?";50 puntos;100 puntos;500 puntos;Sin límite;1;4.1.3 Sistema analítico
II Plan de Igualdad;"En Renfe Fabricación y Mantenimiento, ¿qué porcentaje de promociones en 2020 se debieron a ""antigüedad""?";17,81%;36,22%;64,62%;91,18%;2;3.4.5 Análisis (Promoción F&M)
II Plan de Igualdad;"¿Qué categoría profesional de Renfe Viajeros presentaba una brecha salarial justificada por un ""plus de expatriación"" en 2021?";K11;L12;L22;G10;2;4.1.5 Análisis Específico (Viajeros)
II Plan de Igualdad;¿Cuál es el plazo de ejecución para desarrollar una base de datos de perfiles profesionales de mujeres cualificadas?;3 meses;6 meses;1 año;Permanenete;1;6.8.2 Acciones - Carrera
II Plan de Igualdad;"En el área de ""Comunicación y Sensibilización"", ¿qué plazo se fija para crear el club del empleado para actividades familiares?";3 meses;6 meses;1 año;Sin plazo determinado;1;6.8.5 Acciones - Comunicación
II Plan de Igualdad;"¿Cómo se define el término ""Suelo Pegajoso"" en el glosario del Plan?";Diferencia salarial por turnos.;Tareas de limpieza asignadas a mujeres.;Fuerzas que mantienen a las mujeres en los niveles más bajos de la jerarquía.;Barrera invisible para puestos directivos.;2;Anexo: Glosario de términos
II Plan de Igualdad;"¿Qué porcentaje de horas de formación en ""Habilidades"" recibieron las mujeres en Renfe Mercancías en 2020?";28,45%;44,95%;59,78%;81,25%;2;3.3.5 Formación (Mercancías)
II Plan de Igualdad;¿Cuál es el NIF específico de la sociedad Renfe Mercancías S.M.E., S.A.?;Q2801659J;B86868239;A86868189;Q2801659A;1;3.3.2 Información básica
II Plan de Igualdad;"¿Cuántas escalas de valoración se consideran ""residuales"" en la E.P.E. por tener menos de 4 personas?";5;10;15;Todas aquellas que no son de Conducción;2;4.1.4 Distribución por escalas
II Plan de Igualdad;"¿A qué subgrupo profesional pertenece el código ""L32""?";Op. Comercial de Entrada N1;Op. Comercial de Entrada N2;Op. Comercial de Ingreso N2;Supervisor Comercial;1;4.2.3 Sistema analítico (Cuadro común)
II Plan de Igualdad;¿Qué porcentaje de mujeres integraban la plantilla de Renfe Alquiler en el diagnóstico de 2020?;20,00%;33,52%;42,86%;50,00%;2;3.5.4 Análisis cuantitativo
II Plan de Igualdad;Según la acción 3 del área de carrera, ¿quién es responsable de publicar el porcentaje de ocupación por sexo para movilidad?;G.A. Selección;G.A. RR.LL. y Comunicación Interna;Comisión de Seguimiento;Ministerio de Transportes;1;6.8.2 Acciones y Medidas
II Plan de Igualdad;¿Qué desviación salarial en el promedio total de una sociedad se requiere para que NO exista brecha salarial según el texto?;Inferior al 10%;Inferior al 15%;No superior al 25%;Debe ser 0%;2;4.1.5 Identificación de brechas
II Plan de Igualdad;¿Qué motivo de baja en Renfe Viajeros (2017) supuso la salida de 519 personas?;Jubilación Voluntaria;Fin de Contrato;Desvinculación con Título de Transporte;Pase a IPA;2;3.2.5 Selección y Contratación
II Plan de Igualdad;¿En qué sociedad se detectó que la única mujer de la categoría G03 estuvo cedida hasta octubre de 2021?;E.P.E.;Renfe Viajeros;Renfe Mercancías;Renfe Alquiler;1;4.2.5 Análisis Específico (Viajeros)
II Plan de Igualdad;"¿Qué factor del sistema de valoración analiza la ""Necesidad de organizar el trabajo propio o de otras personas""?";Conocimientos;Aptitudes;Responsabilidad;Esfuerzo;2;4.1.3 Sistema analítico
II Plan de Igualdad;¿Cuál es la vigencia establecida para el I Plan de Igualdad (citado como antecedente)?;2005-2009;2010-2015;2015-2019;2019-2023;1;2.2 Antecedentes
II Plan de Igualdad;En Renfe F&M (2020), ¿qué porcentaje de mujeres hay en el colectivo de Talleres?;1,81%;5,01%;6,38%;No se especifica dato exacto para 2020;1;Clasificación Profesional (F&M)
II Plan de Igualdad;¿Qué objetivo tiene la Mesa Técnica de Igualdad y Aspectos Sociolaborales (MTIASL)?;Organizar los turnos de conducción.;Elaborar y realizar el seguimiento del Plan de Igualdad.;Investigar accidentes ferroviarios.;Gestionar el canje de Puntos Renfe.;1;Participantes en la elaboración
II Plan de Igualdad;Según el glosario, ¿cómo se denomina el hecho de que el hombre sea objeto de aprecio y la mujer de deseo?;Sexismo benévolo;Heteropatriarcado;Cosificación;Techo de cemento;2;Anexo: Glosario de términos
II Plan de Igualdad;¿Cuántas personas utilizaron el permiso de lactancia acumulada en Renfe Mercancías en 2020?;7;8;10;14;2;3.3.5Análisis de igualdad (Mercancías)
II Plan de Igualdad;"¿Cuál es la ""Escala 45"" en el sistema de valoración?";Op. Comercial de Ingreso N1;Op. Comercial de Ingreso N2;Maquinista de Entrada;Técnico de Ingreso;1;4.2.3 Sistema analítico (Cuadro común)
II Plan de Igualdad;¿Qué acción busca impulsar una nueva regulación de vacaciones para personas con menores de 16 años?;Acción 1 del Área de Conciliación;Acción 5 del Área de Formación;Acción 2 del Área de Salud;No existe esa medida;0;6.8.6 Áreas de Acción - Conciliación
II Plan de Igualdad;En el diagnóstico de la E.P.E. (2020), ¿qué tramo de edad concentra 540 personas?;De 20 a 29 años;De 30 a 45 años;Mayores de 45 años;Menores de 20 años;2;3.1.4 Análisis cuantitativo
